"url","page_type","category","source_file","http_status_evidence","redirect_target","title","canonical_evidence","robots_evidence","in_sitemap","user_intent","unique_value","content_source_link_status","function_test_result","duplicate_group","decision","priority","evidence_level","task_status","revalidation","traffic_index_backlink"
"https://spinkorea.kr/tools/base64-encoder","tool","tools","src/pages/tools/*.tsx via src/App.tsx","NOT_VERIFIED (no live HTTP GET against production this session; dev server only)","","Base64 변환기 | 인코딩·디코딩","NOT_VERIFIED individually this session (SEO.tsx가 자기 URL을 canonical로 설정하는 공통 컴포넌트 사용, 코드상 확인)","NOT_VERIFIED individually (robots.txt는 전체 허용, 페이지별 meta robots 미점검)","Y","API 테스트와 데이터 변환에 유용한 도구입니다.","ToolLayout 공통 구조 사용 확인(코드 리뷰), 개별 실행 미검증","NOT_VERIFIED_THIS_SESSION (구조만 확인, 브라우저 실행 검증 없음)","NOT_VERIFIED","","KEEP","P2","NOT_VERIFIED","TODO","","UNKNOWN"
"https://spinkorea.kr/tools/age-calculator","tool","tools","src/pages/tools/*.tsx via src/App.tsx","NOT_VERIFIED (no live HTTP GET against production this session; dev server only)","","나이 계산기 | 만 나이·생일 계산","NOT_VERIFIED individually this session (SEO.tsx가 자기 URL을 canonical로 설정하는 공통 컴포넌트 사용, 코드상 확인)","NOT_VERIFIED individually (robots.txt는 전체 허용, 페이지별 meta robots 미점검)","Y","만 나이와 생일 정보를 빠르게 확인합니다.","ToolLayout 공통 구조 사용 확인(코드 리뷰), 개별 실행 미검증","NOT_VERIFIED_THIS_SESSION (구조만 확인, 브라우저 실행 검증 없음)","NOT_VERIFIED","","KEEP","P2","NOT_VERIFIED","TODO","","UNKNOWN"
"https://spinkorea.kr/tools/bmi-calculator","tool","tools","src/pages/tools/*.tsx via src/App.tsx","NOT_VERIFIED (no live HTTP GET against production this session; dev server only)","","BMI 계산기 | 체질량지수 계산","NOT_VERIFIED individually this session (SEO.tsx가 자기 URL을 canonical로 설정하는 공통 컴포넌트 사용, 코드상 확인)","NOT_VERIFIED individually (robots.txt는 전체 허용, 페이지별 meta robots 미점검)","Y","체질량지수를 간단히 계산합니다.","ToolLayout 공통 구조 사용 확인(코드 리뷰), 개별 실행 미검증","NOT_VERIFIED_THIS_SESSION (구조만 확인, 브라우저 실행 검증 없음)","NOT_VERIFIED","","KEEP","P2","NOT_VERIFIED","TODO","","UNKNOWN"
"https://spinkorea.kr/tools/color-converter","tool","tools","src/pages/tools/*.tsx via src/App.tsx","NOT_VERIFIED (no live HTTP GET against production this session; dev server only)","","색상 변환기 | HEX RGB HSL 변환","NOT_VERIFIED individually this session (SEO.tsx가 자기 URL을 canonical로 설정하는 공통 컴포넌트 사용, 코드상 확인)","NOT_VERIFIED individually (robots.txt는 전체 허용, 페이지별 meta robots 미점검)","Y","디자인과 개발에 필요한 색상 값을 변환합니다.","ToolLayout 공통 구조 사용 확인(코드 리뷰), 개별 실행 미검증","NOT_VERIFIED_THIS_SESSION (구조만 확인, 브라우저 실행 검증 없음)","NOT_VERIFIED","","KEEP","P2","NOT_VERIFIED","TODO","","UNKNOWN"
"https://spinkorea.kr/tools/css-shadow-generator","tool","tools","src/pages/tools/*.tsx via src/App.tsx","NOT_VERIFIED (no live HTTP GET against production this session; dev server only)","","CSS 그림자 생성기 | Box Shadow 만들기","NOT_VERIFIED individually this session (SEO.tsx가 자기 URL을 canonical로 설정하는 공통 컴포넌트 사용, 코드상 확인)","NOT_VERIFIED individually (robots.txt는 전체 허용, 페이지별 meta robots 미점검)","Y","카드와 버튼에 사용할 그림자 코드를 만듭니다.","ToolLayout 공통 구조 사용 확인(코드 리뷰), 개별 실행 미검증","NOT_VERIFIED_THIS_SESSION (구조만 확인, 브라우저 실행 검증 없음)","NOT_VERIFIED","","KEEP","P2","NOT_VERIFIED","TODO","","UNKNOWN"
"https://spinkorea.kr/tools/d-day-counter","tool","tools","src/pages/tools/*.tsx via src/App.tsx","NOT_VERIFIED (no live HTTP GET against production this session; dev server only)","","D-Day 카운터 | 기념일·목표일 계산","NOT_VERIFIED individually this session (SEO.tsx가 자기 URL을 canonical로 설정하는 공통 컴포넌트 사용, 코드상 확인)","NOT_VERIFIED individually (robots.txt는 전체 허용, 페이지별 meta robots 미점검)","Y","중요한 날짜까지 남은 시간을 확인합니다.","ToolLayout 공통 구조 사용 확인(코드 리뷰), 개별 실행 미검증","NOT_VERIFIED_THIS_SESSION (구조만 확인, 브라우저 실행 검증 없음)","NOT_VERIFIED","","KEEP","P2","NOT_VERIFIED","TODO","","UNKNOWN"
"https://spinkorea.kr/tools/diff-checker","tool","tools","src/pages/tools/*.tsx via src/App.tsx","NOT_VERIFIED (no live HTTP GET against production this session; dev server only)","","Diff 비교 도구 | 텍스트 차이 확인","NOT_VERIFIED individually this session (SEO.tsx가 자기 URL을 canonical로 설정하는 공통 컴포넌트 사용, 코드상 확인)","NOT_VERIFIED individually (robots.txt는 전체 허용, 페이지별 meta robots 미점검)","Y","문서와 코드 변경점을 빠르게 확인합니다.","ToolLayout 공통 구조 사용 확인(코드 리뷰), 개별 실행 미검증","NOT_VERIFIED_THIS_SESSION (구조만 확인, 브라우저 실행 검증 없음)","NOT_VERIFIED","","KEEP","P2","NOT_VERIFIED","TODO","","UNKNOWN"
"https://spinkorea.kr/tools/markdown-previewer","tool","tools","src/pages/tools/*.tsx via src/App.tsx","NOT_VERIFIED (no live HTTP GET against production this session; dev server only)","","마크다운 프리뷰어 | Markdown 실시간 미리보기","NOT_VERIFIED individually this session (SEO.tsx가 자기 URL을 canonical로 설정하는 공통 컴포넌트 사용, 코드상 확인)","NOT_VERIFIED individually (robots.txt는 전체 허용, 페이지별 meta robots 미점검)","Y","README와 블로그 초안을 빠르게 확인합니다.","ToolLayout 공통 구조 사용 확인(코드 리뷰), 개별 실행 미검증","NOT_VERIFIED_THIS_SESSION (구조만 확인, 브라우저 실행 검증 없음)","NOT_VERIFIED","","KEEP","P2","NOT_VERIFIED","TODO","","UNKNOWN"
"https://spinkorea.kr/tools/percentage-calculator","tool","tools","src/pages/tools/*.tsx via src/App.tsx","NOT_VERIFIED (no live HTTP GET against production this session; dev server only)","","퍼센트 계산기 | 할인율·증감률 계산","NOT_VERIFIED individually this session (SEO.tsx가 자기 URL을 canonical로 설정하는 공통 컴포넌트 사용, 코드상 확인)","NOT_VERIFIED individually (robots.txt는 전체 허용, 페이지별 meta robots 미점검)","Y","일상 계산에 자주 쓰는 퍼센트를 계산합니다.","ToolLayout 공통 구조 사용 확인(코드 리뷰), 개별 실행 미검증","NOT_VERIFIED_THIS_SESSION (구조만 확인, 브라우저 실행 검증 없음)","NOT_VERIFIED","","KEEP","P2","NOT_VERIFIED","TODO","","UNKNOWN"
"https://spinkorea.kr/tools/qr-code-generator","tool","tools","src/pages/tools/*.tsx via src/App.tsx","NOT_VERIFIED (no live HTTP GET against production this session; dev server only)","","QR 코드 생성기 | URL을 QR로 변환","NOT_VERIFIED individually this session (SEO.tsx가 자기 URL을 canonical로 설정하는 공통 컴포넌트 사용, 코드상 확인)","NOT_VERIFIED individually (robots.txt는 전체 허용, 페이지별 meta robots 미점검)","Y","공유용 QR 코드를 브라우저에서 생성합니다.","ToolLayout 공통 구조 사용 확인(코드 리뷰), 개별 실행 미검증","NOT_VERIFIED_THIS_SESSION (구조만 확인, 브라우저 실행 검증 없음)","NOT_VERIFIED","","KEEP","P2","NOT_VERIFIED","TODO","","UNKNOWN"
"https://spinkorea.kr/tools/time-calculator","tool","tools","src/pages/tools/*.tsx via src/App.tsx","NOT_VERIFIED (no live HTTP GET against production this session; dev server only)","","시간 계산기 | 시간 더하기·빼기","NOT_VERIFIED individually this session (SEO.tsx가 자기 URL을 canonical로 설정하는 공통 컴포넌트 사용, 코드상 확인)","NOT_VERIFIED individually (robots.txt는 전체 허용, 페이지별 meta robots 미점검)","Y","업무와 일정 관리를 위한 시간 계산 도구입니다.","ToolLayout 공통 구조 사용 확인(코드 리뷰), 개별 실행 미검증","NOT_VERIFIED_THIS_SESSION (구조만 확인, 브라우저 실행 검증 없음)","NOT_VERIFIED","","KEEP","P2","NOT_VERIFIED","TODO","","UNKNOWN"
"https://spinkorea.kr/tools/unit-converter","tool","tools","src/pages/tools/*.tsx via src/App.tsx","NOT_VERIFIED (no live HTTP GET against production this session; dev server only)","","단위 변환기 | 길이·무게·온도 변환","NOT_VERIFIED individually this session (SEO.tsx가 자기 URL을 canonical로 설정하는 공통 컴포넌트 사용, 코드상 확인)","NOT_VERIFIED individually (robots.txt는 전체 허용, 페이지별 meta robots 미점검)","Y","일상과 업무에 필요한 단위 변환을 지원합니다.","ToolLayout 공통 구조 사용 확인(코드 리뷰), 개별 실행 미검증","NOT_VERIFIED_THIS_SESSION (구조만 확인, 브라우저 실행 검증 없음)","NOT_VERIFIED","","KEEP","P2","NOT_VERIFIED","TODO","","UNKNOWN"
"https://spinkorea.kr/tools/unix-timestamp","tool","tools","src/pages/tools/*.tsx via src/App.tsx","NOT_VERIFIED (no live HTTP GET against production this session; dev server only)","","Unix 타임스탬프 변환기 | 날짜 변환","NOT_VERIFIED individually this session (SEO.tsx가 자기 URL을 canonical로 설정하는 공통 컴포넌트 사용, 코드상 확인)","NOT_VERIFIED individually (robots.txt는 전체 허용, 페이지별 meta robots 미점검)","Y","시간 값을 개발자 친화적인 형식으로 변환합니다.","ToolLayout 공통 구조 사용 확인(코드 리뷰), 개별 실행 미검증","NOT_VERIFIED_THIS_SESSION (구조만 확인, 브라우저 실행 검증 없음)","NOT_VERIFIED","","KEEP","P2","NOT_VERIFIED","TODO","","UNKNOWN"
"https://spinkorea.kr/tools/timer","tool","tools","src/pages/tools/*.tsx via src/App.tsx","NOT_VERIFIED (no live HTTP GET against production this session; dev server only)","","타이머 | 카운트다운·스톱워치·뽀모도로","NOT_VERIFIED individually this session (SEO.tsx가 자기 URL을 canonical로 설정하는 공통 컴포넌트 사용, 코드상 확인)","NOT_VERIFIED individually (robots.txt는 전체 허용, 페이지별 meta robots 미점검)","Y","집중 작업, 휴식, 요리 등 다양한 상황에서 쓰는 타이머 도구입니다.","ToolLayout 공통 구조 사용 확인(코드 리뷰), 개별 실행 미검증","NOT_VERIFIED_THIS_SESSION (구조만 확인, 브라우저 실행 검증 없음)","NOT_VERIFIED","","KEEP","P2","NOT_VERIFIED","TODO","","UNKNOWN"
"https://spinkorea.kr/tools/hourly-wage","tool","tools","src/pages/tools/*.tsx via src/App.tsx","NOT_VERIFIED (no live HTTP GET against production this session; dev server only)","","시급 계산기 | 일급·월급·연봉 자동 계산","NOT_VERIFIED individually this session (SEO.tsx가 자기 URL을 canonical로 설정하는 공통 컴포넌트 사용, 코드상 확인)","NOT_VERIFIED individually (robots.txt는 전체 허용, 페이지별 meta robots 미점검)","Y","시급·월급·연봉을 빠르게 환산합니다.","ToolLayout 공통 구조 사용 확인(코드 리뷰), 개별 실행 미검증","PRIOR_SESSION_VERIFIED (2026-08-28, see PROJECT_STATE.md); not re-tested this session","CONFIRMED","","KEEP","P2","CONFIRMED","DONE (this session)","2026-09-12","UNKNOWN"
"https://spinkorea.kr/tools/loan-calculator","tool","tools","src/pages/tools/*.tsx via src/App.tsx","NOT_VERIFIED (no live HTTP GET against production this session; dev server only)","","대출 이자·상환금 계산기 | 원리금균등·원금균등","NOT_VERIFIED individually this session (SEO.tsx가 자기 URL을 canonical로 설정하는 공통 컴포넌트 사용, 코드상 확인)","NOT_VERIFIED individually (robots.txt는 전체 허용, 페이지별 meta robots 미점검)","Y","대출 이자와 월 상환금을 빠르게 계산합니다.","ToolLayout 공통 구조 사용 확인(코드 리뷰), 개별 실행 미검증","NOT_VERIFIED_THIS_SESSION (구조만 확인, 브라우저 실행 검증 없음)","NOT_VERIFIED","","KEEP","P2","NOT_VERIFIED","TODO","","UNKNOWN"
"https://spinkorea.kr/tools/jeonse-converter","tool","tools","src/pages/tools/*.tsx via src/App.tsx","NOT_VERIFIED (no live HTTP GET against production this session; dev server only)","","전월세 전환 계산기 | 전세→월세 월세→전세 변환","NOT_VERIFIED individually this session (SEO.tsx가 자기 URL을 canonical로 설정하는 공통 컴포넌트 사용, 코드상 확인)","NOT_VERIFIED individually (robots.txt는 전체 허용, 페이지별 meta robots 미점검)","Y","전세와 월세 보증금을 빠르게 상호 환산합니다.","ToolLayout 공통 구조 사용 확인(코드 리뷰), 개별 실행 미검증","NOT_VERIFIED_THIS_SESSION (구조만 확인, 브라우저 실행 검증 없음)","NOT_VERIFIED","","KEEP","P2","NOT_VERIFIED","TODO","","UNKNOWN"
"https://spinkorea.kr/tools/compound-interest","tool","tools","src/pages/tools/*.tsx via src/App.tsx","NOT_VERIFIED (no live HTTP GET against production this session; dev server only)","","복리 계산기 | 예금·적금 만기금액 이자 계산","NOT_VERIFIED individually this session (SEO.tsx가 자기 URL을 canonical로 설정하는 공통 컴포넌트 사용, 코드상 확인)","NOT_VERIFIED individually (robots.txt는 전체 허용, 페이지별 meta robots 미점검)","Y","예금·적금의 복리 만기금액과 이자 수익을 계산합니다.","ToolLayout 공통 구조 사용 확인(코드 리뷰), 개별 실행 미검증","NOT_VERIFIED_THIS_SESSION (구조만 확인, 브라우저 실행 검증 없음)","NOT_VERIFIED","","KEEP","P2","NOT_VERIFIED","TODO","","UNKNOWN"
"https://spinkorea.kr/tools/severance-pay","tool","tools","src/pages/tools/*.tsx via src/App.tsx","NOT_VERIFIED (no live HTTP GET against production this session; dev server only)","","퇴직금 계산기 | 법정 퇴직금 자동 계산","NOT_VERIFIED individually this session (SEO.tsx가 자기 URL을 canonical로 설정하는 공통 컴포넌트 사용, 코드상 확인)","NOT_VERIFIED individually (robots.txt는 전체 허용, 페이지별 meta robots 미점검)","Y","근속기간과 평균임금으로 법정 퇴직금을 계산합니다.","ToolLayout 공통 구조 사용 확인(코드 리뷰), 개별 실행 미검증","CODE_REVIEWED_NOT_BROWSER_TESTED_2026-09-12: formula matches 근로기준법 공식, not executed in browser this session","CONFIRMED","","KEEP","P2","CONFIRMED","DONE (this session)","2026-09-12","UNKNOWN"
"https://spinkorea.kr/tools/annual-leave","tool","tools","src/pages/tools/*.tsx via src/App.tsx","NOT_VERIFIED (no live HTTP GET against production this session; dev server only)","","연차 계산기 | 연차일수·잔여연차·연차수당 자동 계산","NOT_VERIFIED individually this session (SEO.tsx가 자기 URL을 canonical로 설정하는 공통 컴포넌트 사용, 코드상 확인)","NOT_VERIFIED individually (robots.txt는 전체 허용, 페이지별 meta robots 미점검)","Y","발생 연차와 미사용 연차수당을 빠르게 계산합니다.","ToolLayout 공통 구조 사용 확인(코드 리뷰), 개별 실행 미검증","NOT_VERIFIED_THIS_SESSION (구조만 확인, 브라우저 실행 검증 없음)","NOT_VERIFIED","","KEEP","P2","NOT_VERIFIED","TODO","","UNKNOWN"
