url,normalized_key,discovered_from,content_type,title,source_file,source_publish_state,local_route_state,http_status,final_url,redirect_chain,canonical,meta_robots,x_robots_tag,robots_access,sitemap_included,hub_linked,incoming_internal_links_in_sample,rendered_content_status,ad_observation,reviewed_at,proposed_action,evidence,notes
https://spinkorea.kr/ads.txt,https://spinkorea.kr/ads.txt,LIVE_HTTP,page,NON_HTML,UNKNOWN,UNKNOWN,UNKNOWN,200,https://spinkorea.kr/ads.txt,[],UNKNOWN,ABSENT,ABSENT,ROBOTS_RULE_ALLOW,False,False,0,UNKNOWN,NO_SCRIPT_IN_HTTP;DISPLAY_UNKNOWN,2026-09-19T22:57:10.239154+09:00,REVIEW,http-evidence.json,HTTP observation applies to fetched URL only; fragment variants retained; deployment SHA UNKNOWN
https://spinkorea.kr/audit-nonexistent-20260919,https://spinkorea.kr/audit-nonexistent-20260919,LIVE_HTTP,page,404 - 페이지를 찾을 수 없음 | SpinFlow,UNKNOWN,UNKNOWN,UNKNOWN,404,https://spinkorea.kr/audit-nonexistent-20260919,[],UNKNOWN,"noindex,follow",ABSENT,ROBOTS_RULE_ALLOW,False,False,0,UNKNOWN,SCRIPT_PRESENT;DISPLAY_UNKNOWN,2026-09-19T22:57:33.061396+09:00,REVIEW,http-evidence.json,HTTP observation applies to fetched URL only; fragment variants retained; deployment SHA UNKNOWN
https://spinkorea.kr/blog,https://spinkorea.kr/blog,site-pages.json;existing-dist-unverified-build;LIVE_SITEMAP;LIVE_RSS;LIVE_HTTP;link:https://spinkorea.kr/blog/css-shadow-states;link:https://spinkorea.kr/blog/yes-no-reversible-choice;link:https://spinkorea.kr/audit-nonexistent-20260919;link:https://spinkorea.kr/blog/coin-flip-question;link:https://spinkorea.kr/blog/dice-multiple-sum;link:https://spinkorea.kr/blog/diff-whitespace-review;link:https://spinkorea.kr/blog/hex-rgb-hsl-rounding;link:https://spinkorea.kr/blog/lorem-ipsum-layout-qa;link:https://spinkorea.kr/blog/lotto-random-combination;link:https://spinkorea.kr/blog/qr-print-scan-test;link:https://spinkorea.kr/blog/random-number-exclusion;link:https://spinkorea.kr/blog/random-team-odd-members,page,블로그 - 룰렛·생산성·도구 활용 가이드 | SpinFlow,src/data/site-pages.json,static;date=UNKNOWN,EXISTING_ARTIFACT_NOT_FRESH,200,https://spinkorea.kr/blog,[],https://spinkorea.kr/blog,ABSENT,ABSENT,ROBOTS_RULE_ALLOW,True,False,3,UNKNOWN,SCRIPT_PRESENT;DISPLAY_UNKNOWN,2026-09-19T22:57:12.041734+09:00,REVIEW,http-evidence.json,HTTP observation applies to fetched URL only; fragment variants retained; deployment SHA UNKNOWN
https://spinkorea.kr/blog#page-directory,https://spinkorea.kr/blog,link:https://spinkorea.kr/blog,page,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,ROBOTS_RULE_ALLOW,False,True,1,UNKNOWN,UNKNOWN,UNKNOWN,REVIEW,UNKNOWN,Candidate only: source/future/stale-build/link evidence is not proof of public availability
https://spinkorea.kr/blog#page-guide,https://spinkorea.kr/blog,link:https://spinkorea.kr/blog,page,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,ROBOTS_RULE_ALLOW,False,True,1,UNKNOWN,UNKNOWN,UNKNOWN,REVIEW,UNKNOWN,Candidate only: source/future/stale-build/link evidence is not proof of public availability
https://spinkorea.kr/blog#page-summary,https://spinkorea.kr/blog,link:https://spinkorea.kr/blog,page,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,ROBOTS_RULE_ALLOW,False,True,1,UNKNOWN,UNKNOWN,UNKNOWN,REVIEW,UNKNOWN,Candidate only: source/future/stale-build/link evidence is not proof of public availability
https://spinkorea.kr/blog#reference-links,https://spinkorea.kr/blog,link:https://spinkorea.kr/blog,page,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,ROBOTS_RULE_ALLOW,False,True,1,UNKNOWN,UNKNOWN,UNKNOWN,REVIEW,UNKNOWN,Candidate only: source/future/stale-build/link evidence is not proof of public availability
https://spinkorea.kr/blog#related-tools,https://spinkorea.kr/blog,link:https://spinkorea.kr/blog,page,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,ROBOTS_RULE_ALLOW,False,True,1,UNKNOWN,UNKNOWN,UNKNOWN,REVIEW,UNKNOWN,Candidate only: source/future/stale-build/link evidence is not proof of public availability
https://spinkorea.kr/blog/ads-auto-placement-ux,https://spinkorea.kr/blog/ads-auto-placement-ux,post-metadata.generated.json;post-metadata.runtime.generated.json;content-plan.generated.json;existing-dist-unverified-build,blog,"자동광고 UX 점검, 사이트맵 전에 볼 점",src/data/content-plan.generated.json,scheduled;date=2026-09-04T15:00:00+09:00,EXISTING_ARTIFACT_NOT_FRESH,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,ROBOTS_RULE_ALLOW,False,False,0,UNKNOWN,UNKNOWN,UNKNOWN,REVIEW,UNKNOWN,Candidate only: source/future/stale-build/link evidence is not proof of public availability
https://spinkorea.kr/blog/ads-layout-safe,https://spinkorea.kr/blog/ads-layout-safe,post-metadata.generated.json;post-metadata.runtime.generated.json;content-plan.generated.json;existing-dist-unverified-build,blog,"자동광고 UX 기준 선택법, 품질 점검과 검색 의도",src/data/content-plan.generated.json,scheduled;date=2026-06-15T04:00:00+09:00,EXISTING_ARTIFACT_NOT_FRESH,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,ROBOTS_RULE_ALLOW,False,False,0,UNKNOWN,UNKNOWN,UNKNOWN,REVIEW,UNKNOWN,Candidate only: source/future/stale-build/link evidence is not proof of public availability
https://spinkorea.kr/blog/ads-script-duplicate,https://spinkorea.kr/blog/ads-script-duplicate,post-metadata.generated.json;post-metadata.runtime.generated.json;content-plan.generated.json;existing-dist-unverified-build,blog,"광고 스크립트 중복 선택법, 배포 전 점검과 검증 절차",src/data/content-plan.generated.json,scheduled;date=2026-07-10T04:00:00+09:00,EXISTING_ARTIFACT_NOT_FRESH,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,ROBOTS_RULE_ALLOW,False,False,0,UNKNOWN,UNKNOWN,UNKNOWN,REVIEW,UNKNOWN,Candidate only: source/future/stale-build/link evidence is not proof of public availability
https://spinkorea.kr/blog/adsense-auto-ad-spacing,https://spinkorea.kr/blog/adsense-auto-ad-spacing,post-metadata.generated.json;post-metadata.runtime.generated.json;content-plan.generated.json;existing-dist-unverified-build,blog,"자동광고 간격 개선 포인트, 검색 의도",src/data/content-plan.generated.json,scheduled;date=2026-07-26T15:00:00+09:00,EXISTING_ARTIFACT_NOT_FRESH,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,ROBOTS_RULE_ALLOW,False,False,0,UNKNOWN,UNKNOWN,UNKNOWN,REVIEW,UNKNOWN,Candidate only: source/future/stale-build/link evidence is not proof of public availability
https://spinkorea.kr/blog/adsense-content-depth,https://spinkorea.kr/blog/adsense-content-depth,post-metadata.generated.json;post-metadata.runtime.generated.json;content-plan.generated.json;existing-dist-unverified-build,blog,"애드센스 본문 깊이 빠른 정리, 메타 설명까지",src/data/content-plan.generated.json,scheduled;date=2026-09-02T13:00:00+09:00,EXISTING_ARTIFACT_NOT_FRESH,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,ROBOTS_RULE_ALLOW,False,False,0,UNKNOWN,UNKNOWN,UNKNOWN,REVIEW,UNKNOWN,Candidate only: source/future/stale-build/link evidence is not proof of public availability
https://spinkorea.kr/blog/adsense-homepage-flow,https://spinkorea.kr/blog/adsense-homepage-flow,post-metadata.generated.json;post-metadata.runtime.generated.json;content-plan.generated.json;existing-dist-unverified-build,blog,"애드센스 홈 동선 사례별 정리, 검색 의도 중심",src/data/content-plan.generated.json,scheduled;date=2026-09-07T08:00:00+09:00,EXISTING_ARTIFACT_NOT_FRESH,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,ROBOTS_RULE_ALLOW,False,False,0,UNKNOWN,UNKNOWN,UNKNOWN,REVIEW,UNKNOWN,Candidate only: source/future/stale-build/link evidence is not proof of public availability
https://spinkorea.kr/blog/adsense-policy-footer,https://spinkorea.kr/blog/adsense-policy-footer,post-metadata.generated.json;post-metadata.runtime.generated.json;content-plan.generated.json;existing-dist-unverified-build,blog,"정책 링크 footer 개선 포인트, 검색 의도",src/data/content-plan.generated.json,scheduled;date=2026-09-06T07:00:00+09:00,EXISTING_ARTIFACT_NOT_FRESH,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,ROBOTS_RULE_ALLOW,False,False,0,UNKNOWN,UNKNOWN,UNKNOWN,REVIEW,UNKNOWN,Candidate only: source/future/stale-build/link evidence is not proof of public availability
https://spinkorea.kr/blog/adsense-policy-page,https://spinkorea.kr/blog/adsense-policy-page,post-metadata.generated.json;post-metadata.runtime.generated.json;content-plan.generated.json;existing-dist-unverified-build,blog,"애드센스 정책 페이지, 검색 의도 먼저 보기",src/data/content-plan.generated.json,scheduled;date=2026-07-23T22:00:00+09:00,EXISTING_ARTIFACT_NOT_FRESH,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,ROBOTS_RULE_ALLOW,False,False,0,UNKNOWN,UNKNOWN,UNKNOWN,REVIEW,UNKNOWN,Candidate only: source/future/stale-build/link evidence is not proof of public availability
https://spinkorea.kr/blog/adsense-review-checklist,https://spinkorea.kr/blog/adsense-review-checklist,post-metadata.generated.json;post-metadata.runtime.generated.json;content-plan.generated.json;existing-dist-unverified-build,blog,"애드센스 검수 체크리스트 발행 전 검토, 사이트맵",src/data/content-plan.generated.json,scheduled;date=2026-07-27T21:00:00+09:00,EXISTING_ARTIFACT_NOT_FRESH,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,ROBOTS_RULE_ALLOW,False,False,0,UNKNOWN,UNKNOWN,UNKNOWN,REVIEW,UNKNOWN,Candidate only: source/future/stale-build/link evidence is not proof of public availability
https://spinkorea.kr/blog/adsense-review-home,https://spinkorea.kr/blog/adsense-review-home,post-metadata.generated.json;post-metadata.runtime.generated.json;content-plan.generated.json;existing-dist-unverified-build,blog,"애드센스 검수 홈페이지, 검색 의도 먼저 보기",src/data/content-plan.generated.json,scheduled;date=2026-06-12T06:00:00+09:00,EXISTING_ARTIFACT_NOT_FRESH,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,ROBOTS_RULE_ALLOW,False,False,0,UNKNOWN,UNKNOWN,UNKNOWN,REVIEW,UNKNOWN,Candidate only: source/future/stale-build/link evidence is not proof of public availability
https://spinkorea.kr/blog/adsense-script-check,https://spinkorea.kr/blog/adsense-script-check,post-metadata.generated.json;post-metadata.runtime.generated.json;content-plan.generated.json;existing-dist-unverified-build,blog,"애드센스 스크립트 점검 비교법, 보안 확인과 디버깅",src/data/content-plan.generated.json,scheduled;date=2026-05-31T09:00:00+09:00,EXISTING_ARTIFACT_NOT_FRESH,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,ROBOTS_RULE_ALLOW,False,False,0,UNKNOWN,UNKNOWN,UNKNOWN,REVIEW,UNKNOWN,Candidate only: source/future/stale-build/link evidence is not proof of public availability
https://spinkorea.kr/blog/adsense-script-load,https://spinkorea.kr/blog/adsense-script-load,post-metadata.generated.json;post-metadata.runtime.generated.json;content-plan.generated.json;existing-dist-unverified-build,blog,"AdSense 스크립트 로딩 운영 체크, 보안 확인 반영",src/data/content-plan.generated.json,scheduled;date=2026-08-17T07:00:00+09:00,EXISTING_ARTIFACT_NOT_FRESH,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,ROBOTS_RULE_ALLOW,False,False,0,UNKNOWN,UNKNOWN,UNKNOWN,REVIEW,UNKNOWN,Candidate only: source/future/stale-build/link evidence is not proof of public availability
https://spinkorea.kr/blog/after-meeting-recover,https://spinkorea.kr/blog/after-meeting-recover,post-metadata.generated.json;post-metadata.runtime.generated.json;content-plan.generated.json;existing-dist-unverified-build,blog,"회의 후 회복 초보 흐름, 생활 적용 중심",src/data/content-plan.generated.json,scheduled;date=2026-08-28T18:00:00+09:00,EXISTING_ARTIFACT_NOT_FRESH,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,ROBOTS_RULE_ALLOW,False,False,0,UNKNOWN,UNKNOWN,UNKNOWN,REVIEW,UNKNOWN,Candidate only: source/future/stale-build/link evidence is not proof of public availability
